Category	Segment	Order Date	City	Country/Region	Customer ID	Customer Name	Order ID	Postal Code	Product ID	Product Name	Region	Row ID	Ship Date	Ship Mode	Ship Status	State	Sub-Category	Days to Ship Actual	Days to Ship Scheduled	Discount	Profit	Quantity	Sales
Office Supplies	Consumer	11/13/2018	Aurora	United States	LC-16870	Lena Cacioppo	US-2018-156867	80013	OFF-BI-10002794	"Avery Trapezoid Ring Binder, 3"""" Capacity, Black, 1040 sheets"	West	106	11/17/2018	Standard Class	Shipped Early	Colorado	Binders	4	6	70.00%	($26)	3	$37 
Office Supplies	Consumer	11/13/2018	Jacksonville	United States	JK-15730	Joe Kamberova	CA-2018-111199	28540	OFF-PA-10001790	Xerox 1910	South	1006	11/17/2018	Standard Class	Shipped Early	North Carolina	Paper	4	6	20.00%	$40 	3	$115 
Office Supplies	Consumer	11/13/2018	Newark	United States	KL-16645	Ken Lonsdale	CA-2018-115798	19711	OFF-PA-10001560	"Adams Telephone Message Books, 5 1/4” x 11”"	East	2737	11/19/2018	Standard Class	Shipped On Time	Delaware	Paper	6	6	0.00%	$20 	7	$42 
Office Supplies	Consumer	11/13/2018	Columbus	United States	RA-19915	Russell Applegate	CA-2018-149909	47201	OFF-PA-10000726	"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"""" x 7"""""	Central	6198	11/17/2018	Standard Class	Shipped Early	Indiana	Paper	4	6	0.00%	$29 	7	$64 
Office Supplies	Consumer	11/13/2018	Columbus	United States	RA-19915	Russell Applegate	CA-2018-149909	47201	OFF-PA-10001790	Xerox 1910	Central	6200	11/17/2018	Standard Class	Shipped Early	Indiana	Paper	4	6	0.00%	$46 	2	$96 
Office Supplies	Consumer	11/13/2018	Lebanon	United States	AA-10375	Allen Armold	CA-2018-114503	37087	OFF-ST-10003572	Portfile Personal File Boxes	South	6466	11/17/2018	Standard Class	Shipped Early	Tennessee	Storage	4	6	20.00%	$6 	6	$85 
Office Supplies	Consumer	11/13/2018	Miami	United States	FM-14380	Fred McMath	CA-2018-136147	33178	OFF-BI-10004224	Catalog Binders with Expanding Posts	South	8624	11/18/2018	Standard Class	Shipped Early	Florida	Binders	5	6	70.00%	($101)	6	$121 
Office Supplies	Consumer	11/13/2018	San Bernardino	United States	KH-16510	Keith Herrera	CA-2018-104948	92404	OFF-BI-10001267	"Universal Recycled Hanging Pressboard Report Binders, Letter Size"	West	9931	11/17/2018	Standard Class	Shipped Early	California	Binders	4	6	20.00%	$3 	2	$10 
Office Supplies	Consumer	11/13/2018	San Bernardino	United States	KH-16510	Keith Herrera	CA-2018-104948	92404	OFF-PA-10004610	Xerox 1900	West	9933	11/17/2018	Standard Class	Shipped Early	California	Paper	4	6	0.00%	$13 	7	$30 
Office Supplies	Consumer	11/13/2019	Thomasville	United States	CS-12505	Cindy Stewart	CA-2019-121958	27360	OFF-SU-10000381	Acme Forged Steel Scissors with Black Enamel Handles	South	1478	11/17/2019	Standard Class	Shipped Early	North Carolina	Supplies	4	6	20.00%	$6 	7	$52 
Office Supplies	Consumer	11/13/2020	Memphis	United States	MN-17935	Michael Nguyen	CA-2020-165204	38109	OFF-PA-10003424	"""""While you Were Out"""" Message Book, One Form per Page"	South	3783	11/16/2020	Second Class	Shipped On Time	Tennessee	Paper	3	3	20.00%	$3 	3	$9 
Office Supplies	Consumer	11/13/2020	Memphis	United States	MN-17935	Michael Nguyen	CA-2020-165204	38109	OFF-ST-10003716	Tennsco Double-Tier Lockers	South	3784	11/16/2020	Second Class	Shipped On Time	Tennessee	Storage	3	3	20.00%	($63)	4	$720 
Office Supplies	Consumer	11/13/2020	Seattle	United States	TT-21070	Ted Trevino	CA-2020-122490	98103	OFF-BI-10001718	GBC DocuBind P50 Personal Binding Machine	West	4867	11/18/2020	Standard Class	Shipped Early	Washington	Binders	5	6	20.00%	$190 	11	$563 
Office Supplies	Consumer	11/13/2020	Seattle	United States	TT-21070	Ted Trevino	CA-2020-122490	98103	OFF-ST-10000991	Space Solutions HD Industrial Steel Shelving.	West	4868	11/18/2020	Standard Class	Shipped Early	Washington	Storage	5	6	0.00%	$10 	3	$345 
Office Supplies	Consumer	11/13/2020	Seattle	United States	TT-21070	Ted Trevino	CA-2020-122490	98103	OFF-LA-10001613	Avery File Folder Labels	West	4869	11/18/2020	Standard Class	Shipped Early	Washington	Labels	5	6	0.00%	$4 	3	$9 
Office Supplies	Consumer	11/13/2020	Jupiter	United States	TC-21295	Toby Carlisle	US-2020-153633	33458	OFF-AR-10002335	DIXON Oriole Pencils	South	5441	11/18/2020	Second Class	Shipped Late	Florida	Art	5	3	20.00%	$0 	1	$2 
Office Supplies	Consumer	11/13/2020	New York City	United States	EM-14065	Erin Mull	CA-2020-133620	10009	OFF-ST-10004634	"Personal Folder Holder, Ebony"	East	8320	11/18/2020	Standard Class	Shipped Early	New York	Storage	5	6	0.00%	$3 	1	$11 
Office Supplies	Consumer	11/14/2017	Fairfield	United States	ML-17410	Maris LaWare	CA-2017-125556	6824	OFF-BI-10003460	Acco 3-Hole Punch	East	2211	11/16/2017	Second Class	Shipped Early	Connecticut	Binders	2	3	0.00%	$21 	10	$44 
Office Supplies	Consumer	11/14/2017	Midland	United States	JL-15505	Jeremy Lonsdale	CA-2017-162362	48640	OFF-BI-10000756	Storex DuraTech Recycled Plastic Frosted Binders	Central	2301	11/18/2017	Standard Class	Shipped Early	Michigan	Binders	4	6	0.00%	$6 	3	$13 
Office Supplies	Consumer	11/14/2017	Midland	United States	JL-15505	Jeremy Lonsdale	CA-2017-162362	48640	OFF-BI-10000546	Avery Durable Binders	Central	2302	11/18/2017	Standard Class	Shipped Early	Michigan	Binders	4	6	0.00%	$6 	4	$12 
Office Supplies	Consumer	11/14/2017	Chesapeake	United States	CC-12220	Chris Cortes	CA-2017-161634	23320	OFF-PA-10002262	Xerox 192	South	8341	11/20/2017	Standard Class	Shipped On Time	Virginia	Paper	6	6	0.00%	$16 	5	$32 
Office Supplies	Consumer	11/14/2018	Dover	United States	LS-17230	Lycoris Saunders	US-2018-111927	19901	OFF-BI-10002571	"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""""	East	3833	11/19/2018	Standard Class	Shipped Early	Delaware	Binders	5	6	0.00%	$9 	2	$20 
Office Supplies	Consumer	11/14/2019	Atlanta	United States	AA-10375	Allen Armold	CA-2019-131065	30318	OFF-PA-10002479	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	South	2265	11/16/2019	Second Class	Shipped Early	Georgia	Paper	2	3	0.00%	$2 	1	$5 
Office Supplies	Consumer	11/14/2019	Atlanta	United States	AA-10375	Allen Armold	CA-2019-131065	30318	OFF-BI-10004970	"ACCOHIDE 3-Ring Binder, Blue, 1"""""	South	2266	11/16/2019	Second Class	Shipped Early	Georgia	Binders	2	3	0.00%	$4 	2	$8 
Office Supplies	Consumer	11/14/2019	San Francisco	United States	RR-19315	Ralph Ritter	CA-2019-149482	94110	OFF-LA-10000248	Avery 52	West	2504	11/19/2019	Standard Class	Shipped Early	California	Labels	5	6	0.00%	$3 	2	$7 
Office Supplies	Consumer	11/14/2019	Houston	United States	KC-16540	Kelly Collister	CA-2019-134691	77041	OFF-BI-10002393	Binder Posts	Central	4530	11/18/2019	Standard Class	Shipped Early	Texas	Binders	4	6	80.00%	($4)	2	$2 
Office Supplies	Consumer	11/14/2019	New York City	United States	MB-17305	Maria Bertelson	CA-2019-118759	10009	OFF-ST-10001590	"Tenex Personal Project File with Scoop Front Design, Black"	East	4532	11/17/2019	First Class	Shipped Late	New York	Storage	3	1	0.00%	$11 	3	$40 
Office Supplies	Consumer	11/14/2019	Los Angeles	United States	TB-21250	Tim Brockman	US-2019-112970	90049	OFF-AR-10003829	Newell 35	West	6030	11/15/2019	First Class	Shipped On Time	California	Art	1	1	0.00%	$3 	3	$10 
Office Supplies	Consumer	11/14/2019	Newark	United States	JM-16195	Justin MacKendrick	US-2019-117541	19711	OFF-PA-10001609	Tops Wirebound Message Log Books	East	7128	11/20/2019	Standard Class	Shipped On Time	Delaware	Paper	6	6	0.00%	$8 	5	$16 
Office Supplies	Consumer	11/14/2019	New York City	United States	DP-13000	Darren Powers	CA-2019-166618	10035	OFF-AR-10001725	Boston Home & Office Model 2000 Electric Pencil Sharpeners	East	9179	11/18/2019	Standard Class	Shipped Early	New York	Art	4	6	0.00%	$6 	1	$24 
Office Supplies	Consumer	11/14/2020	Grove City	United States	CK-12595	Clytie Kelty	CA-2020-138611	43123	OFF-BI-10002949	Prestige Round Ring Binders	East	616	11/17/2020	Second Class	Shipped On Time	Ohio	Binders	3	3	70.00%	($3)	2	$4 
Office Supplies	Consumer	11/14/2020	New York City	United States	FO-14305	Frank Olsen	CA-2020-106943	10035	OFF-BI-10003669	3M Organizer Strips	East	1073	11/19/2020	Standard Class	Shipped Early	New York	Binders	5	6	20.00%	$3 	2	$9 
Office Supplies	Consumer	11/14/2020	Pasadena	United States	XP-21865	Xylona Preis	US-2020-136679	77506	OFF-AR-10003582	"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"	Central	5191	11/18/2020	Standard Class	Shipped Early	Texas	Art	4	6	20.00%	$5 	2	$45 
Office Supplies	Consumer	11/14/2020	Houston	United States	TC-21295	Toby Carlisle	CA-2020-142489	77095	OFF-BI-10003684	Wilson Jones Legal Size Ring Binders	Central	8875	11/16/2020	Second Class	Shipped Early	Texas	Binders	2	3	80.00%	($33)	5	$22 
Office Supplies	Consumer	11/14/2020	Los Angeles	United States	JE-15715	Joe Elijah	CA-2020-124261	90049	OFF-AR-10003504	Newell 347	West	9732	11/19/2020	Standard Class	Shipped Early	California	Art	5	6	0.00%	$10 	8	$34 
Office Supplies	Consumer	11/15/2017	Johnson City	United States	JF-15190	Jamie Frazer	CA-2017-116407	37604	OFF-AR-10001315	Newell 310	South	2009	11/21/2017	Standard Class	Shipped On Time	Tennessee	Art	6	6	20.00%	$0 	3	$4 
Office Supplies	Consumer	11/15/2017	Johnson City	United States	JF-15190	Jamie Frazer	CA-2017-116407	37604	OFF-AP-10002118	"1.7 Cubic Foot Compact """"Cube"""" Office Refrigerators"	South	2010	11/21/2017	Standard Class	Shipped On Time	Tennessee	Appliances	6	6	20.00%	$29 	2	$333 
Office Supplies	Consumer	11/15/2017	Johnson City	United States	JF-15190	Jamie Frazer	CA-2017-116407	37604	OFF-PA-10002137	"Southworth 100% Résumé Paper, 24lb."	South	2011	11/21/2017	Standard Class	Shipped On Time	Tennessee	Paper	6	6	20.00%	$8 	4	$25 
Office Supplies	Consumer	11/15/2017	Houston	United States	PB-19105	Peter Bühler	CA-2017-128888	77095	OFF-EN-10003001	Ames Color-File Green Diamond Border X-ray Mailers	Central	2517	11/22/2017	Standard Class	Shipped Late	Texas	Envelopes	7	6	20.00%	$204 	9	$605 
Office Supplies	Consumer	11/15/2017	Los Angeles	United States	SS-20410	Shahid Shariari	CA-2017-127558	90008	OFF-SU-10002537	Acme Box Cutter Scissors	West	5020	11/18/2017	First Class	Shipped Late	California	Supplies	3	1	0.00%	$5 	2	$20 
Office Supplies	Consumer	11/15/2019	Los Angeles	United States	TG-21310	Toby Gnade	CA-2019-146633	90049	OFF-BI-10003527	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	West	2240	11/17/2019	Second Class	Shipped Early	California	Binders	2	3	20.00%	$381 	1	"$1,017 "
Office Supplies	Consumer	11/15/2019	Los Angeles	United States	TG-21310	Toby Gnade	CA-2019-146633	90049	OFF-BI-10002982	Avery Self-Adhesive Photo Pockets for Polaroid Photos	West	2241	11/17/2019	Second Class	Shipped Early	California	Binders	2	3	20.00%	$13 	7	$38 
Office Supplies	Consumer	11/16/2019	Carlsbad	United States	RD-19900	Ruben Dartt	CA-2019-154508	88220	OFF-EN-10001990	Staple envelope	West	163	11/20/2019	Standard Class	Shipped Early	New Mexico	Envelopes	4	6	0.00%	$13 	5	$28 
Office Supplies	Consumer	11/16/2019	Roseville	United States	IM-15055	Ionia McGrath	CA-2019-124527	95661	OFF-BI-10004967	Round Ring Binders	West	6791	11/17/2019	First Class	Shipped On Time	California	Binders	1	1	20.00%	$3 	5	$8 
Office Supplies	Consumer	11/16/2020	New York City	United States	CB-12415	Christy Brittain	US-2020-157896	10009	OFF-PA-10004092	Tops Green Bar Computer Printout Paper	East	2139	11/16/2020	Same Day	Shipped On Time	New York	Paper	0	0	0.00%	$73 	3	$147 
Office Supplies	Consumer	11/16/2020	San Diego	United States	SW-20275	Scott Williamson	CA-2020-137022	92105	OFF-ST-10001963	Tennsco Regal Shelving Units	West	2874	11/22/2020	Standard Class	Shipped On Time	California	Storage	6	6	0.00%	$24 	8	$811 
Office Supplies	Consumer	11/16/2020	Fresno	United States	JK-15370	Jay Kimmel	CA-2020-100601	93727	OFF-ST-10002486	Eldon Shelf Savers Cubes and Bins	West	4172	11/20/2020	Standard Class	Shipped Early	California	Storage	4	6	0.00%	$1 	7	$49 
Office Supplies	Consumer	11/16/2020	Seattle	United States	CC-12220	Chris Cortes	US-2020-107888	98103	OFF-PA-10001363	Xerox 1933	West	6541	11/19/2020	First Class	Shipped Late	Washington	Paper	3	1	0.00%	$35 	6	$74 
Office Supplies	Consumer	11/16/2020	Seattle	United States	CC-12220	Chris Cortes	US-2020-107888	98103	OFF-ST-10003123	Fellowes Bases and Tops For Staxonsteel/High-Stak Systems	West	6544	11/19/2020	First Class	Shipped Late	Washington	Storage	3	1	0.00%	$8 	1	$33 
Office Supplies	Consumer	11/17/2017	Philadelphia	United States	RB-19330	Randy Bradley	CA-2017-159835	19143	OFF-PA-10002137	"Southworth 100% Résumé Paper, 24lb."	East	3602	11/24/2017	Standard Class	Shipped Late	Pennsylvania	Paper	7	6	20.00%	$4 	2	$12 
Office Supplies	Consumer	11/17/2017	Cedar Hill	United States	CB-12025	Cassandra Brandow	CA-2017-130869	75104	OFF-EN-10002600	"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"	Central	6023	11/21/2017	Standard Class	Shipped Early	Texas	Envelopes	4	6	20.00%	$2 	3	$7 
Office Supplies	Consumer	11/17/2017	Buffalo	United States	GT-14710	Greg Tran	CA-2017-128209	14215	OFF-BI-10001359	GBC DocuBind TL300 Electric Binding System	East	6535	11/22/2017	Standard Class	Shipped Early	New York	Binders	5	6	20.00%	$727 	3	"$2,153 "
Office Supplies	Consumer	11/17/2018	Chicago	United States	GH-14665	Greg Hansen	CA-2018-163090	60610	OFF-SU-10002537	Acme Box Cutter Scissors	Central	4421	11/21/2018	Second Class	Shipped Late	Illinois	Supplies	4	3	20.00%	$3 	5	$41 
Office Supplies	Consumer	11/17/2018	San Diego	United States	BS-11665	Brian Stugart	CA-2018-126725	92105	OFF-ST-10001418	Carina Media Storage Towers in Natural & Black	West	5843	11/21/2018	Standard Class	Shipped Early	California	Storage	4	6	0.00%	$6 	5	$305 
Office Supplies	Consumer	11/17/2018	San Diego	United States	BS-11665	Brian Stugart	CA-2018-126725	92105	OFF-ST-10000129	Fellowes Recycled Storage Drawers	West	5845	11/21/2018	Standard Class	Shipped Early	California	Storage	4	6	0.00%	$54 	7	$777 
Office Supplies	Consumer	11/17/2018	San Diego	United States	BS-11665	Brian Stugart	CA-2018-126725	92105	OFF-PA-10001639	Xerox 203	West	5846	11/21/2018	Standard Class	Shipped Early	California	Paper	4	6	0.00%	$16 	5	$32 
Office Supplies	Consumer	11/17/2018	Oklahoma City	United States	AA-10645	Anna Andreadi	CA-2018-110863	73120	OFF-ST-10002756	"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"""" Deep, Sand"	Central	8008	11/24/2018	Standard Class	Shipped Late	Oklahoma	Storage	7	6	0.00%	$5 	4	$541 
Office Supplies	Consumer	11/17/2018	Oklahoma City	United States	AA-10645	Anna Andreadi	CA-2018-110863	73120	OFF-PA-10000474	Easy-staple paper	Central	8009	11/24/2018	Standard Class	Shipped Late	Oklahoma	Paper	7	6	0.00%	$50 	3	$106 
Office Supplies	Consumer	11/17/2019	Carlsbad	United States	MS-17365	Maribeth Schnelling	CA-2019-150658	88220	OFF-BI-10004140	Avery Non-Stick Binders	West	5115	11/22/2019	Standard Class	Shipped Early	New Mexico	Binders	5	6	20.00%	$3 	3	$11 
Office Supplies	Consumer	11/17/2019	The Colony	United States	BG-11035	Barry Gonzalez	CA-2019-134110	75056	OFF-PA-10000697	"TOPS Voice Message Log Book, Flash Format"	Central	8567	11/18/2019	First Class	Shipped On Time	Texas	Paper	1	1	20.00%	$6 	4	$15 
Office Supplies	Consumer	11/17/2020	Salem	United States	CS-12355	Christine Sundaresam	CA-2020-165687	24153	OFF-AP-10004036	Bionaire 99.97% HEPA Air Cleaner	South	2287	11/23/2020	Standard Class	Shipped On Time	Virginia	Appliances	6	6	0.00%	$12 	2	$35 
Office Supplies	Consumer	11/17/2020	Everett	United States	XP-21865	Xylona Preis	CA-2020-138163	2149	OFF-AR-10001958	Stanley Bostitch Contemporary Electric Pencil Sharpeners	East	2846	11/20/2020	First Class	Shipped Late	Massachusetts	Art	3	1	0.00%	$14 	3	$51 
Office Supplies	Consumer	11/17/2020	Charlotte	United States	CK-12595	Clytie Kelty	CA-2020-100902	28205	OFF-PA-10002558	Xerox 1938	South	7756	11/21/2020	Standard Class	Shipped Early	North Carolina	Paper	4	6	20.00%	$94 	7	$268 
Office Supplies	Consumer	11/17/2020	New York City	United States	CC-12370	Christopher Conant	US-2020-155866	10011	OFF-PA-10004735	Xerox 1905	East	8191	11/21/2020	Standard Class	Shipped Early	New York	Paper	4	6	0.00%	$19 	6	$39 
Office Supplies	Consumer	11/17/2020	Hagerstown	United States	TB-21625	Trudy Brown	US-2020-116505	21740	OFF-BI-10000050	"Angle-D Binders with Locking Rings, Label Holders"	East	9294	11/21/2020	Second Class	Shipped Late	Maryland	Binders	4	3	0.00%	$21 	6	$44 
Office Supplies	Consumer	11/18/2017	Louisville	United States	PW-19240	Pierre Wener	CA-2017-164210	80027	OFF-PA-10002259	"Geographics Note Cards, Blank, White, 8 1/2"""" x 11"""""	West	2439	11/20/2017	Second Class	Shipped Early	Colorado	Paper	2	3	20.00%	$13 	4	$36 
Office Supplies	Consumer	11/18/2017	Philadelphia	United States	CS-11950	Carlos Soltero	US-2017-159926	19140	OFF-BI-10003656	Fellowes PB200 Plastic Comb Binding Machine	East	3300	11/22/2017	Standard Class	Shipped Early	Pennsylvania	Binders	4	6	70.00%	($41)	1	$51 
Office Supplies	Consumer	11/18/2017	Philadelphia	United States	CS-11950	Carlos Soltero	US-2017-159926	19140	OFF-ST-10003656	Safco Industrial Wire Shelving	East	3301	11/22/2017	Standard Class	Shipped Early	Pennsylvania	Storage	4	6	20.00%	($16)	1	$77 
Office Supplies	Consumer	11/18/2017	Philadelphia	United States	CS-11950	Carlos Soltero	US-2017-159926	19140	OFF-BI-10004656	Peel & Stick Add-On Corner Pockets	East	3304	11/22/2017	Standard Class	Shipped Early	Pennsylvania	Binders	4	6	70.00%	($1)	3	$2 
Office Supplies	Consumer	11/18/2017	Fairfield	United States	MS-17530	MaryBeth Skach	CA-2017-133809	45014	OFF-BI-10001757	Pressboard Hanging Data Binders for Unburst Sheets	East	4908	11/23/2017	Second Class	Shipped Late	Ohio	Binders	5	3	70.00%	($9)	8	$12 
Office Supplies	Consumer	11/18/2017	Des Plaines	United States	JK-15730	Joe Kamberova	CA-2017-163468	60016	OFF-BI-10004728	Wilson Jones Turn Tabs Binder Tool for Ring Binders	Central	7302	11/21/2017	First Class	Shipped Late	Illinois	Binders	3	1	80.00%	($5)	3	$3 
Office Supplies	Consumer	11/18/2017	Des Plaines	United States	JK-15730	Joe Kamberova	CA-2017-163468	60016	OFF-ST-10000025	Fellowes Stor/Drawer Steel Plus Storage Drawers	Central	7303	11/21/2017	First Class	Shipped Late	Illinois	Storage	3	1	20.00%	($67)	5	$382 
Office Supplies	Consumer	11/18/2019	Concord	United States	BE-11410	Bobby Elias	CA-2019-108630	94521	OFF-BI-10002437	Recycled Premium Regency Composition Covers	West	9587	11/18/2019	Same Day	Shipped On Time	California	Binders	0	0	20.00%	$22 	5	$61 
Office Supplies	Consumer	11/18/2020	Seattle	United States	CD-12280	Christina DeMoss	US-2020-132444	98105	OFF-ST-10003442	Eldon Portable Mobile Manager	West	1653	11/21/2020	First Class	Shipped Late	Washington	Storage	3	1	0.00%	$46 	6	$170 
Office Supplies	Consumer	11/18/2020	Seattle	United States	CD-12280	Christina DeMoss	US-2020-132444	98105	OFF-FA-10000611	Binder Clips by OIC	West	1655	11/21/2020	First Class	Shipped Late	Washington	Fasteners	3	1	0.00%	$1 	2	$3 
Office Supplies	Consumer	11/18/2020	Seattle	United States	CD-12280	Christina DeMoss	US-2020-132444	98105	OFF-BI-10001116	"Wilson Jones 1"""" Hanging DublLock Ring Binders"	West	1656	11/21/2020	First Class	Shipped Late	Washington	Binders	3	1	20.00%	$3 	2	$8 
Office Supplies	Consumer	11/18/2020	Seattle	United States	CD-12280	Christina DeMoss	US-2020-132444	98105	OFF-ST-10000563	Fellowes Bankers Box Stor/Drawer Steel Plus	West	1657	11/21/2020	First Class	Shipped Late	Washington	Storage	3	1	0.00%	$10 	3	$96 
Office Supplies	Consumer	11/18/2020	Homestead	United States	AF-10870	Art Ferguson	CA-2020-167871	33030	OFF-PA-10001977	Xerox 194	South	3946	11/23/2020	Standard Class	Shipped Early	Florida	Paper	5	6	20.00%	$16 	1	$44 
Office Supplies	Consumer	11/18/2020	Homestead	United States	AF-10870	Art Ferguson	CA-2020-167871	33030	OFF-SU-10001225	Staple remover	South	3947	11/23/2020	Standard Class	Shipped Early	Florida	Supplies	5	6	20.00%	($1)	1	$3 
Office Supplies	Consumer	11/18/2020	Chicago	United States	RD-19930	Russell D'Ascenzo	CA-2020-160122	60623	OFF-EN-10002592	"Peel & Seel Recycled Catalog Envelopes, Brown"	Central	8110	11/23/2020	Standard Class	Shipped Early	Illinois	Envelopes	5	6	20.00%	$21 	6	$56 
Office Supplies	Consumer	11/19/2017	Coon Rapids	United States	MW-18220	Mitch Webber	CA-2017-150518	55433	OFF-ST-10000877	Recycled Steel Personal File for Standard File Folders	Central	9648	11/24/2017	Standard Class	Shipped Early	Minnesota	Storage	5	6	0.00%	$58 	4	$221 
Office Supplies	Consumer	11/19/2018	New York City	United States	KD-16345	Katherine Ducich	CA-2018-145814	10035	OFF-BI-10003196	Accohide Poly Flexible Ring Binders	East	7952	11/24/2018	Standard Class	Shipped Early	New York	Binders	5	6	20.00%	$2 	2	$6 
Office Supplies	Consumer	11/19/2019	New York City	United States	DJ-13630	Doug Jacobs	CA-2019-164511	10024	OFF-BI-10003305	Avery Hanging File Binders	East	681	11/24/2019	Standard Class	Shipped Early	New York	Binders	5	6	20.00%	$5 	3	$14 
Office Supplies	Consumer	11/19/2019	New York City	United States	DJ-13630	Doug Jacobs	CA-2019-164511	10024	OFF-ST-10002583	Fellowes Neat Ideas Storage Cubes	East	682	11/24/2019	Standard Class	Shipped Early	New York	Storage	5	6	0.00%	$3 	2	$65 
Office Supplies	Consumer	11/19/2019	New York City	United States	DJ-13630	Doug Jacobs	CA-2019-164511	10024	OFF-ST-10004507	Advantus Rolling Storage Box	East	683	11/24/2019	Standard Class	Shipped Early	New York	Storage	5	6	0.00%	$19 	4	$69 
Office Supplies	Consumer	11/19/2019	Houston	United States	EH-13945	Eric Hoffmann	US-2019-110156	77041	OFF-ST-10000642	"Tennsco Lockers, Gray"	Central	1106	11/24/2019	Standard Class	Shipped Early	Texas	Storage	5	6	20.00%	($16)	6	$101 
Office Supplies	Consumer	11/19/2019	Houston	United States	EH-13945	Eric Hoffmann	US-2019-110156	77041	OFF-BI-10003676	"GBC Standard Recycled Report Covers, Clear Plastic Sheets"	Central	1108	11/24/2019	Standard Class	Shipped Early	Texas	Binders	5	6	80.00%	($17)	5	$11 
Office Supplies	Consumer	11/19/2019	Houston	United States	EH-13945	Eric Hoffmann	US-2019-110156	77041	OFF-FA-10003495	Staples	Central	1109	11/24/2019	Standard Class	Shipped Early	Texas	Fasteners	5	6	20.00%	$22 	12	$58 
Office Supplies	Consumer	11/19/2019	Houston	United States	EH-13945	Eric Hoffmann	US-2019-110156	77041	OFF-EN-10003798	"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"	Central	1110	11/24/2019	Standard Class	Shipped Early	Texas	Envelopes	5	6	20.00%	$14 	3	$41 
Office Supplies	Consumer	11/19/2019	Houston	United States	EH-13945	Eric Hoffmann	US-2019-110156	77041	OFF-PA-10004735	Xerox 1905	Central	1112	11/24/2019	Standard Class	Shipped Early	Texas	Paper	5	6	20.00%	$4 	2	$10 
Office Supplies	Consumer	11/19/2019	Houston	United States	EH-13945	Eric Hoffmann	US-2019-110156	77041	OFF-BI-10002609	Avery Hidden Tab Dividers for Binding Systems	Central	1113	11/24/2019	Standard Class	Shipped Early	Texas	Binders	5	6	80.00%	($2)	2	$1 
Office Supplies	Consumer	11/19/2019	Jacksonville	United States	LT-17110	Liz Thompson	CA-2019-157364	28540	OFF-AR-10003752	Deluxe Chalkboard Eraser Cleaner	South	6029	11/21/2019	First Class	Shipped Late	North Carolina	Art	2	1	20.00%	$6 	2	$18 
Office Supplies	Consumer	11/19/2019	Long Beach	United States	ND-18370	Natalie DeCherney	CA-2019-130778	11561	OFF-AP-10000595	Disposable Triple-Filter Dust Bags	East	8323	11/25/2019	Standard Class	Shipped On Time	New York	Appliances	6	6	0.00%	$2 	2	$9 
Office Supplies	Consumer	11/19/2019	Long Beach	United States	ND-18370	Natalie DeCherney	CA-2019-130778	11561	OFF-PA-10001509	"Recycled Desk Saver Line """"While You Were Out"""" Book, 5 1/2"""" X 4"""""	East	8324	11/25/2019	Standard Class	Shipped On Time	New York	Paper	6	6	0.00%	$21 	5	$45 
Office Supplies	Consumer	11/19/2020	Carrollton	United States	AB-10150	Aimee Bixby	CA-2020-158876	75007	OFF-PA-10000308	Xerox 1901	Central	1598	11/21/2020	Second Class	Shipped Early	Texas	Paper	2	3	20.00%	$5 	4	$17 
Office Supplies	Consumer	11/19/2020	Carrollton	United States	AB-10150	Aimee Bixby	CA-2020-158876	75007	OFF-SU-10001165	Acme Elite Stainless Steel Scissors	Central	1599	11/21/2020	Second Class	Shipped Early	Texas	Supplies	2	3	20.00%	$1 	1	$7 
Office Supplies	Consumer	11/19/2020	Carrollton	United States	AB-10150	Aimee Bixby	CA-2020-158876	75007	OFF-AR-10003373	"Boston School Pro Electric Pencil Sharpener, 1670"	Central	1600	11/21/2020	Second Class	Shipped Early	Texas	Art	2	3	20.00%	$9 	4	$99 
Office Supplies	Consumer	11/19/2020	Henderson	United States	AB-10105	Adrian Barton	CA-2020-101042	42420	OFF-BI-10000088	GBC Imprintable Covers	South	2553	11/23/2020	Standard Class	Shipped Early	Kentucky	Binders	4	6	0.00%	$11 	2	$22 
Office Supplies	Consumer	11/19/2020	Los Angeles	United States	MC-18100	Mick Crebagga	CA-2020-126242	90049	OFF-ST-10000675	"File Shuttle II and Handi-File, Black"	West	2944	11/24/2020	Standard Class	Shipped Early	California	Storage	5	6	0.00%	$76 	9	$305 
Office Supplies	Consumer	11/19/2020	Alexandria	United States	DD-13570	Dorothy Dickinson	CA-2020-110926	22304	OFF-FA-10000624	OIC Binder Clips	South	4138	11/23/2020	Standard Class	Shipped Early	Virginia	Fasteners	4	6	0.00%	$13 	7	$25 
Office Supplies	Consumer	11/19/2020	Houston	United States	NC-18415	Nathan Cano	CA-2020-131254	77095	OFF-AR-10003876	"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"	Central	5310	11/21/2020	First Class	Shipped Late	Texas	Art	2	1	20.00%	$4 	5	$13 
